Price,Adj Close,Close,High,Low,Open,Volume
2020-01-02,5.971409797668457,5.99774980545044,5.99774980545044,5.918000221252441,5.96875,237536000
2020-01-03,5.875831127166748,5.901750087738037,5.945750236511231,5.852499961853027,5.877500057220459,205384000
2020-01-06,5.900472164154053,5.926499843597412,5.9317498207092285,5.781750202178955,5.808000087738037,262636000
2020-01-07,5.9719085693359375,5.9982500076293945,6.044250011444092,5.909749984741211,5.954999923706055,314856000
2020-01-08,5.9831085205078125,6.009500026702881,6.051000118255615,5.953750133514404,5.99399995803833,277108000
2020-01-09,6.048818588256836,6.075500011444092,6.148250102996826,6.021500110626221,6.096250057220459,255112000
2020-01-10,6.081175804138184,6.107999801635742,6.213749885559082,6.09375,6.183249950408936,316296000
2020-01-13,6.271835803985596,6.299499988555908,6.324749946594238,6.168749809265137,6.191500186920166,319840000
2020-01-14,6.15485143661499,6.182000160217285,6.2820000648498535,6.168749809265137,6.256499767303467,359088000
2020-01-15,6.112288951873779,6.139249801635742,6.217249870300293,6.113249778747559,6.19474983215332,263104000
2020-01-16,6.195920944213867,6.223249912261963,6.229249954223633,6.16949987411499,6.192999839782715,284192000
2020-01-17,6.204630374908447,6.23199987411499,6.25,6.184249877929688,6.242499828338623,253792000
2020-01-21,6.17127799987793,6.198500156402588,6.232250213623047,6.164249897003174,6.195250034332275,217916000
2020-01-22,6.225290775299072,6.252749919891357,6.339749813079834,6.224999904632568,6.24399995803833,239240000
2020-01-23,6.29373836517334,6.321499824523926,6.329999923706055,6.203750133514404,6.293000221252441,244516000
2020-01-24,6.234499931335449,6.26200008392334,6.487500190734863,6.207499980926514,6.4375,373512000
2020-01-27,5.978628635406494,6.005000114440918,6.056250095367432,5.805749893188477,5.955999851226807,470536000
2020-01-28,6.172025680541992,6.199250221252441,6.231750011444092,6.017749786376953,6.071249961853027,310976000
2020-01-29,6.111541271209717,6.138500213623047,6.2210001945495605,6.098499774932861,6.184750080108643,258848000
2020-01-30,6.11826229095459,6.145249843597412,6.158750057220459,5.985000133514404,6.040249824523926,290504000
2020-01-31,5.884791851043701,5.910749912261963,6.111249923706055,5.868750095367432,6.099249839782715,370420000
2020-02-03,5.981863975524902,6.008250236511231,6.027750015258789,5.886250019073486,5.892499923706055,255564000
2020-02-04,6.15111780166626,6.178249835968018,6.197500228881836,6.100500106811523,6.150750160217285,271544000
2020-02-05,6.241468906402588,6.269000053405762,6.309999942779541,6.18524980545044,6.299749851226807,208220000
2020-02-06,6.328335762023926,6.356249809265137,6.356249809265137,6.2220001220703125,6.303500175476074,218284000
2020-02-07,6.262126922607422,6.289750099182129,6.338250160217285,6.264249801635742,6.315999984741211,189752000
2020-02-10,6.5453782081604,6.574250221252441,6.574999809265137,6.307499885559082,6.3125,529608000
2020-02-11,6.667837142944336,6.697249889373779,6.8125,6.620749950408936,6.683000087738037,638556000
2020-02-12,6.783576965332031,6.813499927520752,6.820000171661377,6.711249828338623,6.750249862670898,374644000
2020-02-13,6.739771366119385,6.769499778747559,6.836999893188477,6.727749824523926,6.755249977111816,528016000
2020-02-14,7.212934017181396,7.244750022888184,7.374249935150146,7.150000095367432,7.18149995803833,1041924000
2020-02-18,7.381689071655273,7.414249897003174,7.432750225067139,7.121500015258789,7.140999794006348,620164000
2020-02-19,7.832949161529541,7.867499828338623,7.885250091552734,7.53725004196167,7.53725004196167,694332000
2020-02-20,7.683608055114746,7.71750020980835,7.907999992370605,7.408750057220459,7.819250106811523,810052000
2020-02-21,7.319462776184082,7.351749897003174,7.630000114440918,7.266499996185303,7.604750156402588,768180000
2020-02-24,6.80199670791626,6.831999778747559,7.046750068664551,6.699999809265137,6.754749774932861,856916000
2020-02-25,6.522478103637695,6.551249980926514,6.969749927520752,6.448999881744385,6.90749979019165,1055496000
2020-02-26,6.661864757537842,6.691249847412109,6.886250019073486,6.550000190734863,6.551499843597412,747732000
2020-02-27,6.291027545928955,6.315000057220459,6.675000190734863,6.222249984741211,6.372499942779541,906416000
2020-02-28,6.726119518280029,6.7517499923706055,6.811500072479248,6.044750213623047,6.061500072479248,1133252000
2020-03-02,6.884515285491943,6.910749912261963,6.9397501945495605,6.525000095367432,6.922500133514404,890744000
2020-03-03,6.622015953063965,6.647250175476074,7.026750087738037,6.561500072479248,6.966750144958496,652792000
2020-03-04,7.085748195648193,7.112750053405762,7.122250080108643,6.679999828338623,6.755000114440918,597408000
2020-03-05,6.806313991546631,6.832250118255615,7.079999923706055,6.787499904632568,6.912499904632568,540328000
2020-03-06,6.625751972198486,6.651000022888184,6.709750175476074,6.449999809265137,6.651999950408936,515412000
2020-03-09,6.112707138061523,6.136000156402588,6.485000133514404,5.954500198364258,5.997499942779541,614160000
2020-03-10,6.502222061157227,6.526999950408936,6.526999950408936,6.149750232696533,6.41349983215332,580648000
2020-03-11,6.138359069824219,6.161749839782715,6.414999961853027,6.0642499923706055,6.386499881744385,499964000
2020-03-12,5.387222766876221,5.407750129699707,5.902999877929688,5.394999980926514,5.636499881744385,816540000
2020-03-13,5.998142719268799,6.020999908447266,6.0254998207092285,5.490250110626221,5.762499809265137,634836000
2020-03-16,4.891360282897949,4.909999847412109,5.652500152587891,4.849999904632568,5.31024980545044,726972000
2020-03-17,5.411129474639893,5.4317498207092285,5.521500110626221,4.775000095367432,5.022749900817871,833632000
2020-03-18,5.0512518882751465,5.070499897003174,5.248499870300293,4.517000198364258,5.002500057220459,874268000
2020-03-19,5.304039478302002,5.324250221252441,5.41825008392334,4.834750175476074,5.048999786376953,765512000
2020-03-20,5.12422513961792,5.143750190734863,5.757999897003174,5.1282501220703125,5.474999904632568,804636000
2020-03-23,5.297065258026123,5.317249774932861,5.412000179290772,4.9629998207092285,5.142749786376953,643876000
2020-03-24,6.20585298538208,6.229499816894531,6.316500186920166,5.701250076293945,5.724999904632568,1101644000
2020-03-25,6.117190361022949,6.140500068664551,6.545499801635742,6.09149980545044,6.34499979019165,793432000
2020-03-26,6.406586647033691,6.431000232696533,6.555500030517578,6.25,6.348499774932861,696108000
2020-03-27,6.294264316558838,6.318250179290772,6.578000068664551,6.2170000076293945,6.25,638828000
2020-03-30,6.614544868469238,6.639750003814697,6.64900016784668,6.339749813079834,6.383999824523926,602252000
2020-03-31,6.5649847984313965,6.590000152587891,6.885000228881836,6.443749904632568,6.679999828338623,949960000
2020-04-01,6.053680419921875,6.076749801635742,6.538249969482422,6.0320000648498535,6.391250133514404,656912000
2020-04-02,6.362505435943604,6.386750221252441,6.400000095367432,6.057750225067139,6.105999946594238,675764000
2020-04-03,6.0746026039123535,6.097750186920166,6.390749931335449,5.959750175476074,6.348999977111816,663212000
2020-04-06,6.684528350830078,6.710000038146973,6.747000217437744,6.323249816894531,6.38100004196167,727884000
2020-04-07,6.451167583465576,6.475749969482422,6.956250190734863,6.432499885559082,6.932499885559082,784520000
2020-04-08,6.648416042327881,6.673749923706055,6.698750019073486,6.514999866485596,6.585249900817871,542444000
2020-04-09,6.548794269561768,6.573750019073486,6.822999954223633,6.510499954223633,6.800000190734863,525564000
2020-04-13,6.720641613006592,6.746250152587891,6.755000114440918,6.425000190734863,6.513750076293945,398408000
2020-04-14,7.071801662445068,7.098750114440918,7.132999897003174,6.847249984741211,6.875,530948000
2020-04-15,6.9943461418151855,7.020999908447266,7.104249954223633,6.884500026702881,6.929999828338623,366148000
2020-04-16,7.339531898498535,7.367499828338623,7.474999904632568,7.163750171661377,7.177000045776367,745620000
2020-04-17,7.280258655548096,7.308000087738037,7.471499919891357,7.173500061035156,7.449999809265137,539120000
2020-04-20,7.149008274078369,7.176249980926514,7.337500095367432,7.131750106811523,7.181000232696533,449388000
2020-04-21,6.712173461914063,6.737750053405762,7.1192498207092285,6.677750110626221,7.057750225067139,735160000
2020-04-22,7.126593589782715,7.153749942779541,7.196750164031982,6.885000228881836,6.930749893188477,483356000
2020-04-23,7.073297023773193,7.100249767303467,7.328499794006348,7.074999809265137,7.196000099182129,424160000
2020-04-24,7.212265968322754,7.239749908447266,7.2417497634887695,7.014999866485596,7.090000152587891,352328000
2020-04-27,7.398805618286133,7.427000045776367,7.587500095367432,7.349999904632568,7.374750137329102,479388000
2020-04-28,7.256349086761475,7.283999919891357,7.605000019073486,7.278500080108643,7.574999809265137,442904000
2020-04-29,7.433176040649414,7.46150016784668,7.514500141143799,7.34375,7.419250011444092,379160000
2020-04-30,7.279261112213135,7.307000160217285,7.46150016784668,7.293000221252441,7.407249927520752,375916000
2020-05-01,7.042664527893066,7.069499969482422,7.222499847412109,7.020999908447266,7.108749866485596,342096000
2020-05-04,7.254605770111084,7.282249927520752,7.296000003814697,7.021999835968018,7.021999835968018,317556000
2020-05-05,7.315622806549072,7.343500137329102,7.506750106811523,7.282249927520752,7.386750221252441,368896000
2020-05-06,7.4164886474609375,7.44474983215332,7.550000190734863,7.385250091552734,7.423250198364258,323464000
2020-05-07,7.592817783355713,7.621749877929687,7.685249805450439,7.532999992370605,7.584499835968018,373732000
2020-05-08,7.782843112945557,7.8125,7.818749904632568,7.659749984741211,7.693749904632568,339216000
2020-05-11,8.034881591796875,8.065500259399414,8.112500190734863,7.778749942779541,7.807499885559082,469060000
2020-05-12,7.772880554199219,7.802499771118164,8.172499656677246,7.792749881744385,8.123499870300293,493060000
2020-05-13,7.750466823577881,7.78000020980835,8.078499794006348,7.594749927520752,7.917500019073486,625852000
2020-05-14,8.00001335144043,8.030500411987305,8.03600025177002,7.6875,7.841750144958496,602312000
2020-05-15,8.458518028259277,8.490750312805176,8.500499725341797,7.874000072479248,7.889750003814697,987660000
2020-05-18,8.717031478881836,8.750249862670898,8.916500091552734,8.680500030517578,8.760499954223633,774460000
2020-05-19,8.772073745727539,8.805500030517578,9.087499618530272,8.762749671936035,8.790249824523926,717320000
2020-05-20,8.935948371887207,8.970000267028809,9.04300022125244,8.888750076293945,8.991000175476074,587536000
2020-05-21,8.741939544677734,8.775250434875488,9.052499771118164,8.737500190734863,9.05150032043457,761068000
